index,title,question_id,answer_id,question_url,answer_url,loc_gpt,comments_gpt,comments_density_gpt,cc_gpt,npath_gpt,cognitive_gpt,var_names_gpt,mi_gpt,loc_stackoverflow,comments_stackoverflow,comments_density_stackoverflow,cc_stackoverflow,npath_stackoverflow,cognitive_stackoverflow,var_names_stackoverflow,mi_stackoverflow,up_votes,comment_count,answer_count,score,favorite_count
1483,Date format Mapping to JSON Jackson,12463049,12463731,https://stackoverflow.com/questions/12463049/date-format-mapping-to-json-jackson,https://stackoverflow.com/questions/12463049/date-format-mapping-to-json-jackson/12463731#12463731,10.0,0.0,0.0,1.0,1.0,1.0,4.5,134.43050368865534,4.0,0.0,0.0,1.0,1.0,1.0,1.0,163.56126932217657,196.0,4.0,10.0,196.0,0.0
1484,Sort an array in Java,8938235,8938308,https://stackoverflow.com/questions/8938235/sort-an-array-in-java,https://stackoverflow.com/questions/8938235/sort-an-array-in-java/8938308#8938308,8.0,0.0,0.0,1.0,1.0,1.0,3.5,139.6621438936399,11.0,1.0,0.0909090909090909,1.0,1.0,1.0,1.0,158.30094458144848,200.0,0.0,19.0,196.0,0.0
1485,How to write a UTF-8 file with Java?,1001540,1001562,https://stackoverflow.com/questions/1001540/how-to-write-a-utf-8-file-with-java,https://stackoverflow.com/questions/1001540/how-to-write-a-utf-8-file-with-java/1001562#1001562,15.0,0.0,0.0,1.0,2.0,1.0,4.4,132.6861453912962,5.0,1.0,0.2,1.0,1.0,1.0,1.0,162.40092285534269,196.0,2.0,10.0,196.0,0.0
1486,What is the best way to tell if a character is a letter or number in Java without using regexes?,4047808,4047836,https://stackoverflow.com/questions/4047808/what-is-the-best-way-to-tell-if-a-character-is-a-letter-or-number-in-java-withou,https://stackoverflow.com/questions/4047808/what-is-the-best-way-to-tell-if-a-character-is-a-letter-or-number-in-java-withou/4047836#4047836,5.0,0.0,0.0,1.0,1.0,1.0,1.0,162.40092285534269,1.0,0.0,0.0,1.0,1.0,1.0,1.0,170.77,197.0,0.0,9.0,196.0,0.0
1488,Test if an element is present using Selenium WebDriver,7991522,9188374,https://stackoverflow.com/questions/7991522/test-if-an-element-is-present-using-selenium-webdriver,https://stackoverflow.com/questions/7991522/test-if-an-element-is-present-using-selenium-webdriver/9188374#9188374,6.0,2.0,0.3333333333333333,1.0,1.0,1.0,1.0,161.45285076001412,1.0,0.0,0.0,1.0,1.0,1.0,1.0,170.77,196.0,7.0,21.0,196.0,0.0
1489,Execute method on startup in Spring,2401489,2401536,https://stackoverflow.com/questions/2401489/execute-method-on-startup-in-spring,https://stackoverflow.com/questions/2401489/execute-method-on-startup-in-spring/2401536#2401536,9.0,1.0,0.1111111111111111,1.0,1.0,1.0,1.0,159.34443219785166,1.0,0.0,0.0,1.0,1.0,1.0,1.0,170.77,196.0,1.0,13.0,196.0,0.0
1490,How do I retrieve query parameters in a Spring Boot controller?,32201441,32202493,https://stackoverflow.com/questions/32201441/how-do-i-retrieve-query-parameters-in-a-spring-boot-controller,https://stackoverflow.com/questions/32201441/how-do-i-retrieve-query-parameters-in-a-spring-boot-controller/32202493#32202493,7.0,1.0,0.1428571428571428,1.0,1.0,1.0,6.0,131.62476382341788,9.0,0.0,0.0,1.0,1.0,1.0,5.0,133.27153801641924,198.0,1.0,6.0,197.0,0.0
1491,What is difference between Errors and Exceptions?,5813614,5813695,https://stackoverflow.com/questions/5813614/what-is-difference-between-errors-and-exceptions,https://stackoverflow.com/questions/5813614/what-is-difference-between-errors-and-exceptions/5813695#5813695,19.0,0.0,0.0,1.0,1.0,1.0,1.0,155.45891730833452,1.0,0.0,0.0,1.0,1.0,1.0,1.0,170.77,198.0,1.0,4.0,196.0,0.0
1492,How to clone an InputStream?,5923817,5924132,https://stackoverflow.com/questions/5923817/how-to-clone-an-inputstream,https://stackoverflow.com/questions/5923817/how-to-clone-an-inputstream/5924132#5924132,12.0,0.0,0.0,2.0,2.0,1.0,8.75,122.47981547511613,17.0,5.0,0.2941176470588235,1.0,1.0,1.0,1.0,156.0372906109077,197.0,4.0,10.0,196.0,0.0
1494,Why is Double.MIN_VALUE in not negative,3884793,3884879,https://stackoverflow.com/questions/3884793/why-is-double-min-value-in-not-negative,https://stackoverflow.com/questions/3884793/why-is-double-min-value-in-not-negative/3884879#3884879,13.0,0.0,0.0,1.0,1.0,1.0,1.0,157.4322633412,1.0,0.0,0.0,1.0,1.0,1.0,1.0,170.77,196.0,3.0,6.0,196.0,0.0
1495,What is the most frequent concurrency issue you&#39;ve encountered in Java?,461896,462648,https://stackoverflow.com/questions/461896/what-is-the-most-frequent-concurrency-issue-youve-encountered-in-java,https://stackoverflow.com/questions/461896/what-is-the-most-frequent-concurrency-issue-youve-encountered-in-java/462648#462648,26.0,0.0,0.0,1.0,4.0,1.0,4.857142857142857,128.22460191820255,11.0,0.0,0.0,3.0,3.0,1.0,4.0,135.38297593130625,200.0,4.0,49.0,195.0,0.0
1496,Get Maven artifact version at runtime,2712970,2713013,https://stackoverflow.com/questions/2712970/get-maven-artifact-version-at-runtime,https://stackoverflow.com/questions/2712970/get-maven-artifact-version-at-runtime/2713013#2713013,24.0,0.0,0.0,3.0,5.0,2.0,7.4,121.36014407878665,14.0,0.0,0.0,1.0,1.0,1.0,1.0,157.04690188600063,195.0,1.0,13.0,195.0,0.0
1498,When do you use map vs flatMap in RxJava?,22847105,22941881,https://stackoverflow.com/questions/22847105/when-do-you-use-map-vs-flatmap-in-rxjava,https://stackoverflow.com/questions/22847105/when-do-you-use-map-vs-flatmap-in-rxjava/22941881#22941881,21.0,0.0,0.0,1.0,1.0,1.0,1.0,154.9384833238382,27.0,3.0,0.1111111111111111,1.0,1.0,1.0,1.0,153.6316482967775,195.0,0.0,11.0,195.0,0.0
1499,Fetch first element of stream matching the criteria,22940416,22940497,https://stackoverflow.com/questions/22940416/fetch-first-element-of-stream-matching-the-criteria,https://stackoverflow.com/questions/22940416/fetch-first-element-of-stream-matching-the-criteria/22940497#22940497,11.0,0.0,0.0,1.0,1.0,1.0,1.0,158.30094458144848,33.0,0.0,0.0,3.0,1.0,1.0,1.0,152.1281606803743,195.0,0.0,3.0,195.0,0.0
1500,Different results with Java&#39;s digest versus external utilities,9728056,9728314,https://stackoverflow.com/questions/9728056/different-results-with-javas-digest-versus-external-utilities,https://stackoverflow.com/questions/9728056/different-results-with-javas-digest-versus-external-utilities/9728314#9728314,40.0,2.0,0.05,5.0,8.0,5.0,6.157894736842105,121.2205205573802,23.0,0.0,0.0,1.0,1.0,1.0,1.0,154.46543007716843,195.0,12.0,1.0,195.0,0.0
1501,Why is an array not assignable to Iterable?,1160081,1162255,https://stackoverflow.com/questions/1160081/why-is-an-array-not-assignable-to-iterable,https://stackoverflow.com/questions/1160081/why-is-an-array-not-assignable-to-iterable/1162255#1162255,7.0,0.0,0.0,1.0,1.0,1.0,1.0,160.65126722491237,1.0,0.0,0.0,1.0,1.0,1.0,1.0,170.77,195.0,14.0,5.0,195.0,0.0
1502,How do I set the default locale in the JVM?,8809098,8809162,https://stackoverflow.com/questions/8809098/how-do-i-set-the-default-locale-in-the-jvm,https://stackoverflow.com/questions/8809098/how-do-i-set-the-default-locale-in-the-jvm/8809162#8809162,7.0,0.0,0.0,1.0,1.0,1.0,4.0,138.19329857477015,1.0,0.0,0.0,1.0,1.0,1.0,1.0,170.77,195.0,2.0,7.0,195.0,0.0
1503,Can you split a stream into two streams?,19940319,19940428,https://stackoverflow.com/questions/19940319/can-you-split-a-stream-into-two-streams,https://stackoverflow.com/questions/19940319/can-you-split-a-stream-into-two-streams/19940428#19940428,12.0,0.0,0.0,1.0,1.0,1.0,6.0,128.8219820196079,1.0,0.0,0.0,1.0,1.0,1.0,1.0,170.77,194.0,1.0,11.0,194.0,0.0
1505,Executors.newCachedThreadPool() versus Executors.newFixedThreadPool(),949355,949463,https://stackoverflow.com/questions/949355/executors-newcachedthreadpool-versus-executors-newfixedthreadpool,https://stackoverflow.com/questions/949355/executors-newcachedthreadpool-versus-executors-newfixedthreadpool/949463#949463,31.0,5.0,0.1612903225806451,5.0,6.0,3.0,5.75,123.65622888876725,1.0,0.0,0.0,1.0,1.0,1.0,1.0,170.77,196.0,0.0,8.0,194.0,0.0
1507,When should one use final for method parameters and local variables?,154314,154510,https://stackoverflow.com/questions/154314/when-should-one-use-final-for-method-parameters-and-local-variables,https://stackoverflow.com/questions/154314/when-should-one-use-final-for-method-parameters-and-local-variables/154510#154510,16.0,2.0,0.125,4.0,4.0,1.0,4.8,130.2509607741489,1.0,0.0,0.0,1.0,1.0,1.0,1.0,170.77,196.0,4.0,15.0,194.0,0.0
1508,Difference between String trim() and strip() methods in Java 11,51266582,51266583,https://stackoverflow.com/questions/51266582/difference-between-string-trim-and-strip-methods-in-java-11,https://stackoverflow.com/questions/51266582/difference-between-string-trim-and-strip-methods-in-java-11/51266583#51266583,12.0,4.0,0.3333333333333333,1.0,1.0,1.0,7.0,126.32474100640631,1.0,0.0,0.0,1.0,1.0,1.0,1.0,170.77,195.0,0.0,4.0,194.0,0.0
1509,Where is the documentation for the values() method of Enum?,13659217,13659231,https://stackoverflow.com/questions/13659217/where-is-the-documentation-for-the-values-method-of-enum,https://stackoverflow.com/questions/13659217/where-is-the-documentation-for-the-values-method-of-enum/13659231#13659231,3.0,3.0,1.0,1.0,1.0,1.0,1.0,165.05721609892584,1.0,0.0,0.0,1.0,1.0,1.0,1.0,170.77,194.0,0.0,3.0,194.0,0.0
1510,Gradle does not find tools.jar,11345193,11345708,https://stackoverflow.com/questions/11345193/gradle-does-not-find-tools-jar,https://stackoverflow.com/questions/11345193/gradle-does-not-find-tools-jar/11345708#11345708,22.0,4.0,0.1818181818181818,2.0,4.0,2.0,7.833333333333333,121.12069149632828,1.0,0.0,0.0,1.0,1.0,1.0,1.0,170.77,193.0,1.0,30.0,193.0,0.0
1511,How to get the first non-null value in Java?,2768054,2768076,https://stackoverflow.com/questions/2768054/how-to-get-the-first-non-null-value-in-java,https://stackoverflow.com/questions/2768054/how-to-get-the-first-non-null-value-in-java/2768076#2768076,14.0,0.0,0.0,3.0,1.0,1.0,1.0,156.58690188600065,17.0,0.0,0.0,6.0,1.0,1.0,1.0,154.88729061090768,193.0,2.0,13.0,193.0,0.0
1512,Use JAXB to create Object from XML String,5458833,5458867,https://stackoverflow.com/questions/5458833/use-jaxb-to-create-object-from-xml-string,https://stackoverflow.com/questions/5458833/use-jaxb-to-create-object-from-xml-string/5458867#5458867,33.0,0.0,0.0,5.0,6.0,1.0,5.7,123.47260864795813,4.0,0.0,0.0,1.0,1.0,1.0,1.0,163.56126932217657,193.0,0.0,5.0,193.0,0.0
1513,How to run Gradle test when all tests are UP-TO-DATE?,29427020,29428063,https://stackoverflow.com/questions/29427020/how-to-run-gradle-test-when-all-tests-are-up-to-date,https://stackoverflow.com/questions/29427020/how-to-run-gradle-test-when-all-tests-are-up-to-date/29428063#29428063,14.0,0.0,0.0,2.0,2.0,2.0,6.333333333333333,126.91450949992768,1.0,0.0,0.0,1.0,1.0,1.0,1.0,170.77,193.0,10.0,9.0,193.0,0.0
1514,What is the difference between Unidirectional and Bidirectional JPA and Hibernate associations?,5360795,5361587,https://stackoverflow.com/questions/5360795/what-is-the-difference-between-unidirectional-and-bidirectional-jpa-and-hibernat,https://stackoverflow.com/questions/5360795/what-is-the-difference-between-unidirectional-and-bidirectional-jpa-and-hibernat/5361587#5361587,26.0,5.0,0.1923076923076923,1.0,1.0,1.0,4.285714285714286,130.25224483405745,1.0,0.0,0.0,1.0,1.0,1.0,1.0,170.77,193.0,3.0,4.0,193.0,0.0
1515,"Gradle, &quot;sourceCompatibility&quot; vs &quot;targetCompatibility&quot;?",16654951,16666115,https://stackoverflow.com/questions/16654951/gradle-sourcecompatibility-vs-targetcompatibility,https://stackoverflow.com/questions/16654951/gradle-sourcecompatibility-vs-targetcompatibility/16666115#16666115,9.0,3.0,0.3333333333333333,1.0,1.0,1.0,1.0,159.34443219785166,1.0,0.0,0.0,1.0,1.0,1.0,1.0,170.77,194.0,0.0,6.0,193.0,0.0
1516,BigDecimal equals() versus compareTo(),6787142,6787166,https://stackoverflow.com/questions/6787142/bigdecimal-equals-versus-compareto,https://stackoverflow.com/questions/6787142/bigdecimal-equals-versus-compareto/6787166#6787166,14.0,2.0,0.1428571428571428,1.0,1.0,1.0,1.0,157.04690188600063,1.0,0.0,0.0,1.0,1.0,1.0,1.0,170.77,193.0,2.0,4.0,193.0,0.0
1518,Java: recommended solution for deep cloning/copying an instance,2156120,2156367,https://stackoverflow.com/questions/2156120/java-recommended-solution-for-deep-cloning-copying-an-instance,https://stackoverflow.com/questions/2156120/java-recommended-solution-for-deep-cloning-copying-an-instance/2156367#2156367,21.0,0.0,0.0,1.0,2.0,1.0,7.75,121.76585926132104,1.0,0.0,0.0,1.0,1.0,1.0,1.0,170.77,193.0,1.0,10.0,193.0,0.0
1519,Why does appending &quot;&quot; to a String save memory?,2147783,2147803,https://stackoverflow.com/questions/2147783/why-does-appending-to-a-string-save-memory,https://stackoverflow.com/questions/2147783/why-does-appending-to-a-string-save-memory/2147803#2147803,8.0,2.0,0.25,1.0,1.0,1.0,1.0,159.95690398326485,1.0,0.0,0.0,1.0,1.0,1.0,1.0,170.77,194.0,3.0,9.0,193.0,0.0
1520,How to scroll to the bottom of a RecyclerView? scrollToPosition doesn&#39;t work,26580723,27069845,https://stackoverflow.com/questions/26580723/how-to-scroll-to-the-bottom-of-a-recyclerview-scrolltoposition-doesnt-work,https://stackoverflow.com/questions/26580723/how-to-scroll-to-the-bottom-of-a-recyclerview-scrolltoposition-doesnt-work/27069845#27069845,8.0,0.0,0.0,1.0,1.0,1.0,1.0,159.95690398326485,5.0,0.0,0.0,1.0,1.0,1.0,1.0,162.40092285534269,193.0,4.0,28.0,192.0,0.0
1521,Android 6.0 multiple permissions,34342816,34343101,https://stackoverflow.com/questions/34342816/android-6-0-multiple-permissions,https://stackoverflow.com/questions/34342816/android-6-0-multiple-permissions/34343101#34343101,35.0,9.0,0.2571428571428571,6.0,7.0,11.0,15.2,107.04720414904892,30.0,2.0,0.0666666666666666,7.0,1.0,1.0,1.0,151.70377361535677,193.0,3.0,23.0,192.0,0.0
1522,Number of days in particular month of particular year?,8940438,8940484,https://stackoverflow.com/questions/8940438/number-of-days-in-particular-month-of-particular-year,https://stackoverflow.com/questions/8940438/number-of-days-in-particular-month-of-particular-year/8940484#8940484,10.0,0.0,0.0,1.0,1.0,1.0,6.6,128.22602920210642,19.0,3.0,0.1578947368421052,1.0,1.0,1.0,1.0,155.45891730833452,194.0,1.0,22.0,193.0,0.0
1523,Any reason to prefer getClass() over instanceof when generating .equals()?,596462,596707,https://stackoverflow.com/questions/596462/any-reason-to-prefer-getclass-over-instanceof-when-generating-equals,https://stackoverflow.com/questions/596462/any-reason-to-prefer-getclass-over-instanceof-when-generating-equals/596707#596707,39.0,0.0,0.0,8.0,11.0,7.0,3.6666666666666665,129.0610950972156,1.0,0.0,0.0,1.0,1.0,1.0,1.0,170.77,193.0,2.0,11.0,193.0,0.0
1524,What is the &quot;owning side&quot; in an ORM mapping?,2749689,21068644,https://stackoverflow.com/questions/2749689/what-is-the-owning-side-in-an-orm-mapping,https://stackoverflow.com/questions/2749689/what-is-the-owning-side-in-an-orm-mapping/21068644#21068644,17.0,0.0,0.0,1.0,1.0,1.0,4.333333333333333,132.28263009645417,26.0,0.0,0.0,5.0,1.0,1.0,1.0,152.90789800228828,192.0,4.0,5.0,192.0,0.0
1525,Java: Get month Integer from Date,7182996,30847992,https://stackoverflow.com/questions/7182996/java-get-month-integer-from-date,https://stackoverflow.com/questions/7182996/java-get-month-integer-from-date/30847992#30847992,11.0,0.0,0.0,1.0,1.0,1.0,5.25,131.43764974047124,5.0,0.0,0.0,1.0,1.0,1.0,6.0,133.3744194538482,195.0,9.0,8.0,192.0,0.0
1526,How to execute IN() SQL queries with Spring&#39;s JDBCTemplate effectively?,1327074,1327222,https://stackoverflow.com/questions/1327074/how-to-execute-in-sql-queries-with-springs-jdbctemplate-effectively,https://stackoverflow.com/questions/1327074/how-to-execute-in-sql-queries-with-springs-jdbctemplate-effectively/1327222#1327222,30.0,1.0,0.0333333333333333,3.0,3.0,1.0,7.076923076923077,120.92297825803922,7.0,0.0,0.0,1.0,1.0,1.0,1.0,160.65126722491237,192.0,0.0,5.0,192.0,0.0
1527,Test if a string contains any of the strings from an array,8992100,8995988,https://stackoverflow.com/questions/8992100/test-if-a-string-contains-any-of-the-strings-from-an-array,https://stackoverflow.com/questions/8992100/test-if-a-string-contains-any-of-the-strings-from-an-array/8995988#8995988,16.0,0.0,0.0,3.0,1.0,1.0,1.0,155.89253864435315,18.0,0.0,0.0,4.0,4.0,3.0,5.4,127.73040381110226,192.0,3.0,15.0,192.0,0.0
1528,What is the difference between `Enum.name()` and `Enum.toString()`?,18031125,18031576,https://stackoverflow.com/questions/18031125/what-is-the-difference-between-enum-name-and-enum-tostring,https://stackoverflow.com/questions/18031125/what-is-the-difference-between-enum-name-and-enum-tostring/18031576#18031576,4.0,2.0,0.5,1.0,1.0,1.0,1.0,163.56126932217657,8.0,0.0,0.0,1.0,1.0,1.0,1.0,159.95690398326485,194.0,1.0,3.0,193.0,0.0
1529,Modifying local variable from inside lambda,30026824,30026897,https://stackoverflow.com/questions/30026824/modifying-local-variable-from-inside-lambda,https://stackoverflow.com/questions/30026824/modifying-local-variable-from-inside-lambda/30026897#30026897,20.0,0.0,0.0,2.0,2.0,1.0,2.0,143.73320785244812,36.0,0.0,0.0,1.0,1.0,1.0,1.0,152.13570152002825,194.0,9.0,10.0,193.0,0.0
1530,What is the difference between JDK dynamic proxy and CGLib?,10664182,10664208,https://stackoverflow.com/questions/10664182/what-is-the-difference-between-jdk-dynamic-proxy-and-cglib,https://stackoverflow.com/questions/10664182/what-is-the-difference-between-jdk-dynamic-proxy-and-cglib/10664208#10664208,41.0,2.0,0.048780487804878,6.0,2.0,1.0,5.571428571428571,122.4834710005334,2.0,0.0,0.0,1.0,1.0,1.0,1.0,167.1656346610883,195.0,2.0,4.0,192.0,0.0
1532,Fast Bitmap Blur For Android SDK,2067955,2068981,https://stackoverflow.com/questions/2067955/fast-bitmap-blur-for-android-sdk,https://stackoverflow.com/questions/2067955/fast-bitmap-blur-for-android-sdk/2068981#2068981,11.0,0.0,0.0,1.0,1.0,1.0,6.0,129.27444117995398,1.0,0.0,0.0,1.0,1.0,1.0,1.0,170.77,192.0,2.0,19.0,192.0,0.0
1533,Error: Java: invalid target release: 11 - IntelliJ IDEA,54137286,54562060,https://stackoverflow.com/questions/54137286/error-java-invalid-target-release-11-intellij-idea,https://stackoverflow.com/questions/54137286/error-java-invalid-target-release-11-intellij-idea/54562060#54562060,6.0,1.0,0.1666666666666666,1.0,1.0,1.0,1.0,161.45285076001412,1.0,0.0,0.0,1.0,1.0,1.0,1.0,170.77,192.0,2.0,36.0,192.0,0.0
1535,Difference between @OneToMany and @ElementCollection?,8969059,8969136,https://stackoverflow.com/questions/8969059/difference-between-onetomany-and-elementcollection,https://stackoverflow.com/questions/8969059/difference-between-onetomany-and-elementcollection/8969136#8969136,24.0,3.0,0.125,1.0,1.0,1.0,5.666666666666667,126.14358298490336,1.0,0.0,0.0,1.0,1.0,1.0,1.0,170.77,191.0,3.0,8.0,191.0,0.0
1536,How to get VM arguments from inside of Java application?,1490869,1531999,https://stackoverflow.com/questions/1490869/how-to-get-vm-arguments-from-inside-of-java-application,https://stackoverflow.com/questions/1490869/how-to-get-vm-arguments-from-inside-of-java-application/1531999#1531999,12.0,0.0,0.0,2.0,2.0,1.0,7.75,124.44586135858523,7.0,0.0,0.0,1.0,1.0,1.0,1.0,160.65126722491237,192.0,0.0,5.0,192.0,0.0
1537,Classpath resource not found when running as jar,25869428,25873705,https://stackoverflow.com/questions/25869428/classpath-resource-not-found-when-running-as-jar,https://stackoverflow.com/questions/25869428/classpath-resource-not-found-when-running-as-jar/25873705#25873705,5.0,1.0,0.2,1.0,1.0,1.0,1.0,162.40092285534269,1.0,0.0,0.0,1.0,1.0,1.0,1.0,170.77,191.0,0.0,16.0,191.0,0.0
1538,Removing the first 3 characters from a string,5131867,5131876,https://stackoverflow.com/questions/5131867/removing-the-first-3-characters-from-a-string,https://stackoverflow.com/questions/5131867/removing-the-first-3-characters-from-a-string/5131876#5131876,5.0,0.0,0.0,1.0,1.0,1.0,1.0,162.40092285534269,1.0,0.0,0.0,1.0,1.0,1.0,1.0,170.77,197.0,5.0,2.0,191.0,0.0
1540,Get specific ArrayList item,3920602,3924759,https://stackoverflow.com/questions/3920602/get-specific-arraylist-item,https://stackoverflow.com/questions/3920602/get-specific-arraylist-item/3924759#3924759,1.0,0.0,0.0,1.0,1.0,1.0,1.0,170.77,1.0,0.0,0.0,1.0,1.0,1.0,1.0,170.77,210.0,5.0,8.0,191.0,0.0
1542,How can I play sound in Java?,26305,26318,https://stackoverflow.com/questions/26305/how-can-i-play-sound-in-java,https://stackoverflow.com/questions/26305/how-can-i-play-sound-in-java/26318#26318,19.0,0.0,0.0,1.0,4.0,3.0,3.857142857142857,133.59010449376046,15.0,2.0,0.1333333333333333,1.0,1.0,1.0,1.0,156.6881389542685,193.0,1.0,12.0,191.0,0.0
1543,How to set delay in android?,15874117,15874176,https://stackoverflow.com/questions/15874117/how-to-set-delay-in-android,https://stackoverflow.com/questions/15874117/how-to-set-delay-in-android/15874176#15874176,19.0,1.0,0.0526315789473684,3.0,1.0,1.0,1.0,154.9989173083345,11.0,1.0,0.0909090909090909,1.0,1.0,1.0,1.0,158.30094458144848,190.0,0.0,10.0,190.0,0.0
1544,String contains - ignore case,14018478,14018549,https://stackoverflow.com/questions/14018478/string-contains-ignore-case,https://stackoverflow.com/questions/14018478/string-contains-ignore-case/14018549#14018549,9.0,1.0,0.1111111111111111,1.0,1.0,1.0,1.0,159.34443219785166,24.0,0.0,0.0,12.0,1.0,1.0,1.0,151.71412008219068,191.0,0.0,5.0,190.0,0.0
1545,SSL and cert keystore,5871279,5871301,https://stackoverflow.com/questions/5871279/ssl-and-cert-keystore,https://stackoverflow.com/questions/5871279/ssl-and-cert-keystore/5871301#5871301,24.0,6.0,0.25,1.0,2.0,1.0,8.9,118.83008939903355,1.0,0.0,0.0,1.0,1.0,1.0,1.0,170.77,190.0,1.0,6.0,190.0,0.0
1546,Java Byte Array to String to Byte Array,6684665,6684822,https://stackoverflow.com/questions/6684665/java-byte-array-to-string-to-byte-array,https://stackoverflow.com/questions/6684665/java-byte-array-to-string-to-byte-array/6684822#6684822,12.0,4.0,0.3333333333333333,2.0,2.0,1.0,5.8,129.14118715675392,16.0,0.0,0.0,1.0,1.0,1.0,1.0,156.35253864435316,191.0,1.0,12.0,190.0,0.0
1547,Good Hash Function for Strings,2624192,2624210,https://stackoverflow.com/questions/2624192/good-hash-function-for-strings,https://stackoverflow.com/questions/2624192/good-hash-function-for-strings/2624210#2624210,9.0,0.0,0.0,2.0,2.0,1.0,2.0,147.88544787278053,6.0,0.0,0.0,1.0,1.0,1.0,1.0,161.45285076001412,192.0,8.0,14.0,190.0,0.0
1548,How to properly match varargs in Mockito,2631596,2634588,https://stackoverflow.com/questions/2631596/how-to-properly-match-varargs-in-mockito,https://stackoverflow.com/questions/2631596/how-to-properly-match-varargs-in-mockito/2634588#2634588,15.0,5.0,0.3333333333333333,2.0,2.0,1.0,6.333333333333333,126.55574656819552,1.0,0.0,0.0,1.0,1.0,1.0,1.0,170.77,190.0,1.0,11.0,190.0,0.0
1551,Is the order guaranteed for the return of keys and values from a LinkedHashMap object?,2923856,2924143,https://stackoverflow.com/questions/2923856/is-the-order-guaranteed-for-the-return-of-keys-and-values-from-a-linkedhashmap-o,https://stackoverflow.com/questions/2923856/is-the-order-guaranteed-for-the-return-of-keys-and-values-from-a-linkedhashmap-o/2924143#2924143,14.0,3.0,0.2142857142857142,1.0,1.0,1.0,1.0,157.04690188600063,1.0,0.0,0.0,1.0,1.0,1.0,1.0,170.77,190.0,1.0,5.0,190.0,0.0
1552,Get query from java.sql.PreparedStatement,2683214,2683339,https://stackoverflow.com/questions/2683214/get-query-from-java-sql-preparedstatement,https://stackoverflow.com/questions/2683214/get-query-from-java-sql-preparedstatement/2683339#2683339,1.0,0.0,0.0,1.0,1.0,1.0,1.0,170.77,1.0,0.0,0.0,1.0,1.0,1.0,1.0,170.77,190.0,0.0,8.0,190.0,0.0
1553,Returning null as an int permitted with ternary operator but not if statement,8098953,8099021,https://stackoverflow.com/questions/8098953/returning-null-as-an-int-permitted-with-ternary-operator-but-not-if-statement,https://stackoverflow.com/questions/8098953/returning-null-as-an-int-permitted-with-ternary-operator-but-not-if-statement/8099021#8099021,14.0,3.0,0.2142857142857142,2.0,4.0,3.0,3.6666666666666665,135.7685175430904,1.0,0.0,0.0,1.0,1.0,1.0,1.0,170.77,191.0,7.0,8.0,190.0,0.0
1554,Trim a string based on the string length,8499698,8499776,https://stackoverflow.com/questions/8499698/trim-a-string-based-on-the-string-length,https://stackoverflow.com/questions/8499698/trim-a-string-based-on-the-string-length/8499776#8499776,9.0,0.0,0.0,1.0,1.0,1.0,6.5,129.0212369320459,1.0,0.0,0.0,1.0,1.0,1.0,1.0,170.77,189.0,2.0,12.0,189.0,0.0
1556,Creating runnable JAR with Gradle,21721119,21721305,https://stackoverflow.com/questions/21721119/creating-runnable-jar-with-gradle,https://stackoverflow.com/questions/21721119/creating-runnable-jar-with-gradle/21721305#21721305,30.0,1.0,0.0333333333333333,1.0,1.0,1.0,1.0,153.0837736153568,15.0,1.0,0.0666666666666666,1.0,1.0,1.0,1.0,156.6881389542685,192.0,0.0,12.0,190.0,0.0
1557,Java using much more memory than heap size (or size correctly Docker memory limit),53451103,53624438,https://stackoverflow.com/questions/53451103/java-using-much-more-memory-than-heap-size-or-size-correctly-docker-memory-limi,https://stackoverflow.com/questions/53451103/java-using-much-more-memory-than-heap-size-or-size-correctly-docker-memory-limi/53624438#53624438,39.0,0.0,0.0,7.0,1.0,1.0,1.0,150.3394794401258,13.0,0.0,0.0,1.0,1.0,1.0,1.0,157.4322633412,191.0,9.0,5.0,190.0,0.0
1558,Retrieve only static fields declared in Java class,3422390,3422435,https://stackoverflow.com/questions/3422390/retrieve-only-static-fields-declared-in-java-class,https://stackoverflow.com/questions/3422390/retrieve-only-static-fields-declared-in-java-class/3422435#3422435,17.0,0.0,0.0,3.0,3.0,3.0,6.428571428571429,125.43310269132458,7.0,0.0,0.0,1.0,1.0,1.0,1.0,160.65126722491237,189.0,2.0,4.0,189.0,0.0
1561,java.nio.file.Path for a classpath resource,15713119,23654123,https://stackoverflow.com/questions/15713119/java-nio-file-path-for-a-classpath-resource,https://stackoverflow.com/questions/15713119/java-nio-file-path-for-a-classpath-resource/23654123#23654123,10.0,3.0,0.3,1.0,1.0,1.0,9.0,123.2015193635842,1.0,0.0,0.0,1.0,1.0,1.0,1.0,170.77,189.0,1.0,8.0,189.0,0.0
1562,&quot;Expected BEGIN_OBJECT but was STRING at line 1 column 1&quot;,28418662,28418787,https://stackoverflow.com/questions/28418662/expected-begin-object-but-was-string-at-line-1-column-1,https://stackoverflow.com/questions/28418662/expected-begin-object-but-was-string-at-line-1-column-1/28418787#28418787,13.0,1.0,0.0769230769230769,1.0,2.0,1.0,5.8,128.95496507685155,1.0,0.0,0.0,1.0,1.0,1.0,1.0,170.77,189.0,2.0,22.0,189.0,0.0
